,Address,Coordinates
4913,526 SERANGOON NTH AVE 4,"('1.37177912019467', '103.872785610012')"
4914,842E TAMPINES ST 82,"('1.35157120885478', '103.938444966547')"
4915,842 WOODLANDS ST 82,"('1.44343770450452', '103.792255388168')"
4916,654 YISHUN AVE 4,"('1.42305346445824', '103.840410313172')"
4917,616 YISHUN RING RD,"('1.4196668805325', '103.834890681721')"
4918,207 BISHAN ST 23,"('1.35464222026017', '103.848183306018')"
4919,213 BISHAN ST 23,"('1.35717823903778', '103.848152949178')"
4920,223 BISHAN ST 23,"('1.3584619012705', '103.848248660015')"
4921,257 BISHAN ST 22,"('1.35971687105085', '103.843103108262')"
4922,19 KG BAHRU HILL,
4923,17 TIONG BAHRU RD,"('1.28561526398792', '103.833116272886')"
4924,423 CHOA CHU KANG AVE 4,"('1.3820241469387', '103.740310723833')"
4925,512 CHOA CHU KANG ST 51,"('1.38957559400369', '103.741058409113')"
4926,759 CHOA CHU KANG NTH 5,"('1.3932185910197', '103.74674083544')"
4927,437 HOUGANG AVE 8,"('1.37720414222522', '103.893277824979')"
4928,343 JURONG EAST ST 31,"('1.34588339112666', '103.731083620161')"
4929,743 JURONG WEST ST 73,"('1.34729336857901', '103.699193660942')"
4930,716 JURONG WEST ST 71,"('1.34409760357644', '103.696723900687')"
4931,712 JURONG WEST ST 71,"('1.34235316411477', '103.696675247078')"
4932,59 JLN MA'MOR,"('1.32810958408436', '103.857125685289')"
4933,753 PASIR RIS ST 71,"('1.37715617697613', '103.934482322299')"
4934,646 PASIR RIS DR 10,"('1.37808319671689', '103.938173011726')"
4935,650 PASIR RIS DR 10,"('1.37872763653437', '103.938075324683')"
4936,803 WOODLANDS ST 81,"('1.44035067628585', '103.787094366564')"
4937,94D BEDOK NTH AVE 4,"('1.33362172764796', '103.941297342188')"
4938,14 BEDOK STH AVE 2,"('1.3213611911805', '103.936185399688')"
4939,239 BISHAN ST 22,"('1.36043776070807', '103.844783880156')"
4940,226 BISHAN ST 23,"('1.35854600390716', '103.847127313784')"
4941,235 BISHAN ST 22,"('1.35858789328623', '103.846535796443')"
4942,237 BISHAN ST 22,"('1.35941996625404', '103.847150341404')"
4943,502 BISHAN ST 11,"('1.34857905320066', '103.848348015837')"
4944,215 BISHAN ST 23,"('1.35708728798563', '103.848808695541')"
4945,212 BISHAN ST 23,"('1.35627186049785', '103.84825054364')"
4946,7 JLN BT MERAH,"('1.28730052130543', '103.807988268738')"
4947,36 MOH GUAN TER,"('1.28488193684795', '103.83104242125')"
4948,439 CHOA CHU KANG AVE 4,"('1.38372413417485', '103.739787430026')"
4949,432 CHOA CHU KANG AVE 4,"('1.38464414439202', '103.741833630214')"
4950,536 HOUGANG ST 52,"('1.37716027842699', '103.889482167902')"
4951,444 HOUGANG AVE 8,"('1.37948875169894', '103.893848534648')"
4952,453 HOUGANG AVE 10,"('1.3784777516539', '103.895888535266')"
4953,457 HOUGANG AVE 10,"('1.37697434058101', '103.895998625016')"
4954,458 HOUGANG AVE 10,"('1.37776288093998', '103.896274487048')"
4955,551 HOUGANG ST 51,"('1.3784884976611', '103.890722228329')"
4956,436 HOUGANG AVE 8,"('1.37719783228015', '103.893810723572')"
4957,441 HOUGANG AVE 8,"('1.37845287132506', '103.893940438799')"
4958,454 HOUGANG AVE 10,"('1.37815921774006', '103.895409744126')"
4959,326 JURONG EAST ST 31,"('1.3490218244111', '103.729609271898')"
4960,225 JURONG EAST ST 21,"('1.34178121001946', '103.737251510685')"
4961,479 PASIR RIS DR 4,"('1.37517714700663', '103.959207233132')"
4962,480 PASIR RIS DR 4,"('1.37480098096567', '103.959362372842')"
4963,481 PASIR RIS DR 4,"('1.37389876519666', '103.958929343522')"
4964,231 PASIR RIS DR 4,"('1.37337990743405', '103.961401813164')"
4965,246 PASIR RIS ST 21,"('1.37110870483675', '103.962453963376')"
4966,251 PASIR RIS ST 21,"('1.3702641842037', '103.96240968764')"
4967,223 PASIR RIS ST 21,"('1.37064325604553', '103.961453770838')"
4968,210 PASIR RIS ST 21,"('1.36703127928147', '103.961627543415')"
4969,533 SERANGOON NTH AVE 4,"('1.37453577975309', '103.874598251793')"
4970,541 SERANGOON NTH AVE 4,"('1.37430061743328', '103.872556913809')"
4971,518 SERANGOON NTH AVE 4,"('1.37164173642373', '103.874102220779')"
4972,524 SERANGOON NTH AVE 4,"('1.37269507866103', '103.872856788426')"
4973,856B TAMPINES ST 82,"('1.35311031731217', '103.937699927291')"
4974,48 LOR 5 TOA PAYOH,"('1.337083957059', '103.85354103689')"
4975,874 WOODLANDS ST 82,"('1.44292047122638', '103.789545669587')"
4976,661 YISHUN AVE 4,"('1.42201523201179', '103.840714295544')"
4977,253 ANG MO KIO ST 21,"('1.3694605445784', '103.834659046016')"
4978,250 BISHAN ST 22,"('1.3616148191445', '103.843937148209')"
4979,251 BISHAN ST 22,"('1.36191020704912', '103.844170608274')"
4980,251 CHOA CHU KANG AVE 2,"('1.37829226381639', '103.744574238625')"
4981,529 CHOA CHU KANG ST 51,"('1.39219218072532', '103.742143506429')"
4982,756 CHOA CHU KANG NTH 5,"('1.39248775672758', '103.745678714678')"
4983,452 HOUGANG AVE 10,"('1.37849144851244', '103.896307987721')"
4984,446 HOUGANG AVE 8,"('1.37879301097484', '103.894281703687')"
4985,221 HOUGANG ST 21,"('1.35660454412624', '103.88365062197')"
4986,751 JURONG WEST ST 73,"('1.34760958144611', '103.699227740175')"
4987,478 PASIR RIS DR 4,"('1.37449376842352', '103.958958334109')"
4988,273 PASIR RIS ST 21,"('1.36484627308961', '103.964113181254')"
4989,738 PASIR RIS DR 10,"('1.37915489273996', '103.936519186278')"
4990,568 PASIR RIS ST 51,"('1.36874937350141', '103.948912808424')"
4991,557 PASIR RIS ST 51,"('1.36702531507779', '103.952134572584')"
4992,147 PASIR RIS ST 13,"('1.36310057764065', '103.962012302637')"
4993,724 PASIR RIS ST 72,"('1.3809343990191', '103.936234669952')"
4994,511 PASIR RIS ST 52,"('1.37496053801206', '103.943992724645')"
4995,457 PASIR RIS DR 4,"('1.37183660981489', '103.959469524587')"
4996,507 PASIR RIS ST 52,"('1.37662680679937', '103.94458886029')"
4997,605 ELIAS RD,"('1.37714407371089', '103.94300000834')"
4998,531 SERANGOON NTH AVE 4,"('1.37481936231407', '103.875125282456')"
4999,536 SERANGOON NTH AVE 4,"('1.37353762409328', '103.875090668469')"
5000,534 SERANGOON NTH AVE 4,"('1.37421846169094', '103.874578898537')"
5001,532 SERANGOON NTH AVE 4,"('1.3748688262284', '103.874126764503')"
5002,535 SERANGOON NTH AVE 4,"('1.37360010276073', '103.873890977287')"
5003,485A TAMPINES AVE 9,"('1.35989315339663', '103.955756570936')"
5004,385 TAMPINES ST 32,"('1.35496004266325', '103.958520955298')"
5005,357 TAMPINES ST 33,"('1.35402316413302', '103.961605232219')"
5006,856E TAMPINES ST 82,"('1.3527643658377', '103.938706092437')"
5007,328 TAMPINES ST 32,"('1.35316617534528', '103.958287519034')"
5008,176 WOODLANDS ST 13,"('1.43357858402054', '103.778353455619')"
5009,423 ANG MO KIO AVE 3,"('1.36873232820537', '103.851619347503')"
5010,658 JLN TENAGA,"('1.33355240428878', '103.906516943919')"
5011,663 JLN DAMAI,"('1.33475931734523', '103.908709087727')"
5012,254 BISHAN ST 22,"('1.36191567222016', '103.842997156836')"
5013,248 BISHAN ST 22,"('1.36139715643871', '103.843281258825')"
5014,252 BISHAN ST 22,"('1.36203988078612', '103.843757579962')"
5015,253 BISHAN ST 22,"('1.36225939357117', '103.843079566806')"
5016,238 BISHAN ST 22,"('1.35976080279004', '103.844642640153')"
5017,14 JLN BT MERAH,"('1.28786130507779', '103.807648167533')"
5018,283 CHOA CHU KANG AVE 3,"('1.37970871614932', '103.742871205952')"
5019,226 CHOA CHU KANG CTRL,"('1.38115995023886', '103.745292702375')"
5020,41 CIRCUIT RD,"('1.32720568580381', '103.88626741965')"
5021,549 HOUGANG ST 51,"('1.37814103956038', '103.891257788208')"
5022,449 HOUGANG AVE 10,"('1.37878134847955', '103.89515130337')"
5023,717 JURONG WEST ST 71,"('1.34300945708877', '103.697479925355')"
5024,858 JURONG WEST ST 81,"('1.34828949021977', '103.696205676966')"
5025,849 JURONG WEST ST 81,"('1.34583873807476', '103.691652319476')"
5026,184 PASIR RIS ST 11,"('1.36523251393642', '103.960283310204')"
5027,188 PASIR RIS ST 12,"('1.36529812070636', '103.959160173062')"
5028,535 PASIR RIS DR 1,"('1.37052585413033', '103.950190147686')"
5029,241 PASIR RIS ST 21,"('1.37301618639189', '103.962368251713')"
5030,204 PASIR RIS ST 21,"('1.36749750148651', '103.962384353702')"
5031,160 PASIR RIS ST 13,"('1.36429559341709', '103.962306880543')"
5032,604 ELIAS RD,"('1.37624527808676', '103.943264774803')"
5033,712 PASIR RIS ST 72,"('1.38223062076004', '103.938183410003')"
5034,780 PASIR RIS ST 71,"('1.37357662492441', '103.937791292514')"
5035,531 PASIR RIS DR 1,"('1.37136157858945', '103.950398439602')"
5036,517 SERANGOON NTH AVE 4,"('1.37132342574468', '103.874085637987')"
5037,326 SERANGOON AVE 3,"('1.35035198508251', '103.868996990604')"
5038,506A SERANGOON NTH AVE 4,"('1.37302429036592', '103.875829212325')"
5039,230E TAMPINES ST 24,"('1.35609173314841', '103.951045423001')"
5040,174 WOODLANDS ST 13,"('1.43333288494876', '103.777755663812')"
5041,233 YISHUN ST 21,"('1.43494883445469', '103.83815958338')"
5042,663A YISHUN AVE 4,"('1.42014040330851', '103.839692516009')"
5043,793 YISHUN RING RD,"('1.42050989660959', '103.83186338017')"
5044,631 YISHUN ST 61,"('1.41835313714077', '103.838412790486')"
5045,848 YISHUN ST 81,"('1.41624345017653', '103.835248985224')"
5046,629 BEDOK RESERVOIR RD,"('1.33439907405514', '103.914501165343')"
5047,246 BISHAN ST 22,"('1.36066100742125', '103.843366622934')"
5048,280 CHOA CHU KANG AVE 3,"('1.38098653958626', '103.743144225093')"
5049,409 CHOA CHU KANG AVE 3,"('1.38112967018954', '103.741877152961')"
5050,412 CHOA CHU KANG AVE 3,"('1.38180972459048', '103.742381573149')"
5051,425 CHOA CHU KANG AVE 4,"('1.38121893045435', '103.739482403988')"
5052,608 CHOA CHU KANG ST 62,"('1.39846759912749', '103.744645761889')"
5053,442 HOUGANG AVE 8,"('1.37925189898679', '103.893162046133')"
5054,220 HOUGANG ST 21,"('1.35693439635221', '103.884512515118')"
5055,831 HOUGANG CTRL,"('1.37131564445886', '103.889932276881')"
5056,558 HOUGANG ST 51,"('1.38049481873122', '103.889760539985')"
5057,244 PASIR RIS ST 21,"('1.37145484462509', '103.963382896053')"
5058,221 PASIR RIS ST 21,"('1.37020193258519', '103.961614642518')"
5059,266 PASIR RIS ST 21,"('1.3661338285701', '103.963882577863')"
5060,137 PASIR RIS ST 11,"('1.36515883327775', '103.95723054886')"
5061,651 PASIR RIS DR 10,"('1.37909887619243', '103.938291307224')"
5062,530 SERANGOON NTH AVE 4,"('1.37339499084047', '103.872462890152')"
5063,491C TAMPINES ST 45,"('1.36210016949586', '103.95490902637')"
5064,324 TAMPINES ST 32,"('1.35238834231733', '103.959443360689')"
5065,292 YISHUN ST 22,"('1.43672478418958', '103.836966390282')"
5066,645A YISHUN ST 61,"('1.42217797659502', '103.83859814121')"
5067,611 BEDOK RESERVOIR RD,"('1.33101555033747', '103.915165583026')"
5068,648 JLN TENAGA,"('1.33231453771743', '103.905520202093')"
5069,659 JLN TENAGA,"('1.33433246206686', '103.906386015918')"
5070,267 BISHAN ST 24,"('1.35763464029646', '103.842813287198')"
5071,269 BISHAN ST 24,"('1.35688133892239', '103.842683647194')"
5072,244 BISHAN ST 22,"('1.36040959224239', '103.844372434323')"
5073,281 CHOA CHU KANG AVE 3,"('1.38032442970476', '103.74259978067')"
5074,411 CHOA CHU KANG AVE 3,"('1.38105980228791', '103.741260166437')"
5075,413 CHOA CHU KANG AVE 3,"('1.38132792158886', '103.742568460559')"
5076,345 CHOA CHU KANG LOOP,"('1.38280878340153', '103.744790220928')"
5077,552 CHOA CHU KANG ST 52,"('1.39461061740799', '103.742663804267')"
5078,511 CHOA CHU KANG ST 51,"('1.38933738267797', '103.740876076316')"
5079,341 CHOA CHU KANG LOOP,"('1.38435516978372', '103.746146014182')"
5080,412 EUNOS RD 5,"('1.31831563774111', '103.899024728378')"
5081,413 EUNOS RD 5,"('1.31851757833444', '103.898787544418')"
5082,556 HOUGANG ST 51,"('1.3797347301581', '103.890205700216')"
5083,557 HOUGANG ST 51,"('1.37994979000929', '103.89043869276')"
5084,559 HOUGANG ST 51,"('1.38002721050134', '103.889496326083')"
5085,731 JURONG WEST ST 72,"('1.34547702861433', '103.698587048618')"
5086,487 PASIR RIS DR 4,"('1.37494128665342', '103.96059003892')"
5087,216 PASIR RIS ST 21,"('1.36902277185274', '103.960913196589')"
5088,149 PASIR RIS ST 13,"('1.36155035352404', '103.962008512252')"
5089,240 PASIR RIS ST 21,"('1.37336872347599', '103.962796974808')"
5090,711 PASIR RIS ST 72,"('1.38172033104503', '103.93811088156')"
5091,717 PASIR RIS ST 72,"('1.38262059331192', '103.936631122283')"
5092,486C TAMPINES AVE 9,"('1.35886425463447', '103.957299555489')"
5093,502 TAMPINES CTRL 1,"('1.35641014489862', '103.945141459551')"
5094,318 TAMPINES ST 33,"('1.35146093987752', '103.956074916044')"
5095,497D TAMPINES ST 45,"('1.35883428878933', '103.959075281438')"
5096,326 TAMPINES ST 32,"('1.35262855057464', '103.95864453337')"
5097,123 POTONG PASIR AVE 1,"('1.33521063790069', '103.865776268967')"
5098,855 WOODLANDS ST 83,"('1.44011704008155', '103.792874705131')"
5099,345 WOODLANDS ST 32,"('1.43245895439208', '103.780459402089')"
5100,128 MARSILING RISE,"('1.43745488266891', '103.778927262835')"
5101,866 WOODLANDS ST 83,"('1.4415399886956', '103.792755862349')"
5102,358 WOODLANDS AVE 5,"('1.43368262673441', '103.78387506315')"
5103,893D WOODLANDS DR 50,"('1.43631845206637', '103.789947950224')"
5104,846 YISHUN RING RD,"('1.41678634718118', '103.834641579241')"
5105,636A YISHUN ST 61,"('1.4195429286047', '103.839672741079')"
5106,615 ANG MO KIO AVE 4,"('1.37746341295119', '103.839130090374')"
5107,645 JLN TENAGA,"('1.33167117872807', '103.906537912581')"
5108,650 JLN TENAGA,"('1.3318679857149', '103.907573911026')"
5109,94C BEDOK NTH AVE 4,"('1.33361429610515', '103.942628254514')"
5110,662 JLN DAMAI,"('1.33465458085889', '103.908221555514')"
5111,263 BISHAN ST 22,"('1.3589002858095', '103.842593312869')"
5112,271 BISHAN ST 24,"('1.35661576031593', '103.84231764069')"
5113,281 BT BATOK EAST AVE 3,"('1.34749920722746', '103.757617372041')"
5114,42 KIM CHENG ST,"('1.28443456965915', '103.831598973038')"
5115,453 FAJAR RD,"('1.38541423920397', '103.771680832909')"
5116,289 CHOA CHU KANG AVE 3,"('1.37932566987434', '103.740718372569')"
5117,290 CHOA CHU KANG AVE 3,"('1.37885430144501', '103.740416962384')"
5118,291 CHOA CHU KANG AVE 3,"('1.378703619825', '103.739795696799')"
5119,402 CHOA CHU KANG AVE 3,"('1.37920252711367', '103.739438134005')"
5120,407 CHOA CHU KANG AVE 3,"('1.38041759813853', '103.740828418583')"
5121,408 CHOA CHU KANG AVE 3,"('1.37991383605328', '103.740467037393')"
5122,422 CHOA CHU KANG AVE 4,"('1.38225681754484', '103.740957419462')"
5123,440 CHOA CHU KANG AVE 4,"('1.38345332138043', '103.739367787801')"
5124,550 HOUGANG ST 51,"('1.37816186090289', '103.890689988712')"
5125,830 HOUGANG CTRL,"('1.3707495459136', '103.890329112915')"
5126,25 TEBAN GDNS RD,"('1.32307929386097', '103.737791107104')"
5127,215 PASIR RIS ST 21,"('1.36816269868754', '103.961803251946')"
5128,212 PASIR RIS ST 21,"('1.3677785523953', '103.960765697169')"
5129,131 PASIR RIS ST 11,"('1.36591990037955', '103.956348545314')"
5130,644 PASIR RIS DR 10,"('1.37804306250452', '103.937574532722')"
5131,779 PASIR RIS ST 71,"('1.37395444804941', '103.938066568404')"
5132,53 STIRLING RD,"('1.29664619926238', '103.803619402049')"
5133,521 SERANGOON NTH AVE 4,"('1.37335579110496', '103.873242699243')"
5134,529 SERANGOON NTH AVE 4,"('1.37280032208417', '103.872107966128')"
5135,349 TAMPINES ST 33,"('1.35341689362156', '103.963011756168')"
5136,472 TAMPINES ST 44,"('1.35987583112286', '103.953459904777')"
5137,497F TAMPINES ST 45,"('1.35976324314565', '103.959011125431')"
5138,497J TAMPINES ST 45,"('1.35926416653664', '103.959503982842')"
5139,316 WOODLANDS ST 31,"('1.43150896364408', '103.776361764527')"
5140,418 WOODLANDS ST 41,"('1.42886831527826', '103.774774277132')"
5141,878 YISHUN ST 81,"('1.41405289107273', '103.835887621905')"
5142,633A YISHUN ST 61,"('1.41913054136774', '103.839820299047')"
5143,627 ANG MO KIO AVE 9,"('1.38183547752751', '103.841369094655')"
5144,616 ANG MO KIO AVE 4,"('1.37746746996281', '103.838776659182')"
5145,270 BISHAN ST 24,"('1.35695999510497', '103.842213606417')"
5146,272 BISHAN ST 24,"('1.35629489446383', '103.842822596127')"
5147,240 BISHAN ST 22,"('1.36084443929401', '103.845181154251')"
5148,218 BISHAN ST 23,"('1.35686236850321', '103.84972330006')"
5149,402 BT BATOK WEST AVE 7,"('1.36470350565862', '103.744246776207')"
5150,286 CHOA CHU KANG AVE 3,"('1.37961045064346', '103.741530726305')"
5151,401 CHOA CHU KANG AVE 3,"('1.37969264223731', '103.739760661718')"
5152,426 CHOA CHU KANG AVE 4,"('1.38053535977727', '103.739234509084')"
5153,427 CHOA CHU KANG AVE 4,"('1.38088419447891', '103.73976352832')"
5154,701 CHOA CHU KANG ST 53,"('1.39165394542409', '103.746220667925')"
5155,563 HOUGANG ST 51,"('1.3799337881484', '103.888654264387')"
5156,107 JURONG EAST ST 13,"('1.33775456847586', '103.73809335212')"
5157,223A JURONG EAST ST 21,"('1.34137214991107', '103.736754205444')"
5158,733 JURONG WEST ST 73,"('1.34536778100039', '103.700027619601')"
5159,182 PASIR RIS ST 11,"('1.36463198995611', '103.961001795019')"
5160,250 PASIR RIS ST 21,"('1.37023855243085', '103.962894246393')"
5161,474 TAMPINES ST 43,"('1.35987299160234', '103.952787602577')"
5162,389 TAMPINES ST 32,"('1.35493422052374', '103.957864253451')"
5163,351 TAMPINES ST 33,"('1.35295678900579', '103.963067447216')"
5164,477 TAMPINES ST 43,"('1.36092155092893', '103.952892124796')"
5165,481 TAMPINES ST 44,"('1.36162956418494', '103.953251115722')"
5166,483 TAMPINES ST 43,"('1.36143340439515', '103.952685912661')"
5167,314 TAMPINES ST 33,"('1.3522170260524', '103.957126056792')"
5168,324 WOODLANDS ST 32,"('1.43123848904483', '103.779712471656')"
5169,315 WOODLANDS ST 31,"('1.43147640608651', '103.77584621921')"
5170,419 WOODLANDS ST 41,"('1.42851420473475', '103.774572425077')"
5171,341 WOODLANDS AVE 1,"('1.43153107150651', '103.781120376845')"
5172,660 JLN TENAGA,"('1.33439329342678', '103.90674180013')"
5173,262 BISHAN ST 22,"('1.35924889485388', '103.842632054734')"
5174,265 BISHAN ST 24,"('1.35831237987584', '103.842088235009')"
5175,202 BISHAN ST 23,"('1.35509604100923', '103.847244212734')"
5176,209 PETIR RD,"('1.37416176660147', '103.775840374119')"
5177,279 CHOA CHU KANG AVE 3,"('1.38069462181096', '103.743434411582')"
5178,403 CHOA CHU KANG AVE 3,"('1.37949409265012', '103.73888752547')"
5179,404 CHOA CHU KANG AVE 3,"('1.38012964850802', '103.738888788773')"
5180,421 CHOA CHU KANG AVE 4,"('1.38177896881885', '103.740747501903')"
5181,525 CHOA CHU KANG ST 51,"('1.39150689178146', '103.741538653261')"
5182,804 HOUGANG CTRL,"('1.37115128124187', '103.89447367673')"
5183,546 HOUGANG ST 51,"('1.37891942064788', '103.891778631618')"
5184,222 PASIR RIS ST 21,"('1.37069478705346', '103.961797016209')"
5185,515 SERANGOON NTH AVE 4,"('1.37105729858031', '103.873688060002')"
5186,479 TAMPINES ST 44,"('1.3614335628875', '103.953567371094')"
5187,737 TAMPINES ST 72,"('1.35894130604965', '103.934006650369')"
5188,317 WOODLANDS ST 31,"('1.43189593455214', '103.776268265174')"
5189,637A YISHUN ST 61,"('1.42046029748243', '103.839286162674')"
5190,221 ANG MO KIO AVE 1,"('1.36637938294119', '103.839482297653')"
5191,609 ANG MO KIO AVE 4,"('1.37925113811966', '103.838031514738')"
5192,176 ANG MO KIO AVE 4,"('1.3758482258358', '103.83615719919')"
5193,264 BISHAN ST 24,"('1.35865897891792', '103.842049817206')"
5194,286 BISHAN ST 24,"('1.3584375788776', '103.843886325616')"
5195,260 BISHAN ST 22,"('1.35961376765045', '103.842187438495')"
5196,258 BISHAN ST 22,"('1.35981398873195', '103.842690688554')"
5197,122 BT MERAH LANE 1,"('1.2864588189976', '103.804200246716')"
5198,136 TECK WHYE LANE,"('1.3799061370713', '103.751696104326')"
5199,544 HOUGANG AVE 8,"('1.37844987447131', '103.891897726177')"
5200,832 HOUGANG CTRL,"('1.37063420184209', '103.88979902893')"
5201,484 PASIR RIS DR 4,"('1.3736034575533', '103.960557824017')"
5202,50 STIRLING RD,"('1.29714090600198', '103.803791249661')"
5203,514 SERANGOON NTH AVE 4,"('1.37089010645534', '103.874391232178')"
5204,539 SERANGOON NTH AVE 4,"('1.37496192242403', '103.872188582292')"
5205,525 SERANGOON NTH AVE 4,"('1.37214320446568', '103.87273701463')"
5206,480 TAMPINES ST 44,"('1.36189869546209', '103.953613062449')"
5207,1 UPP ALJUNIED LANE,"('1.33429242274696', '103.878791059137')"
5208,927 YISHUN CTRL 1,"('1.42767464529376', '103.837731455467')"
5209,102 ANG MO KIO AVE 3,"('1.37065009249377', '103.839410348811')"
5210,266 BISHAN ST 24,"('1.35793002051239', '103.842088092204')"
5211,281 BISHAN ST 24,"('1.35727709271493', '103.844629114303')"
5212,285 BISHAN ST 22,"('1.35884086169807', '103.843854009321')"
5213,287 BISHAN ST 24,"('1.35773053802359', '103.843785453611')"
5214,221 CHOA CHU KANG CTRL,"('1.38222959408828', '103.745057027229')"
5215,554 HOUGANG ST 51,"('1.37874330566416', '103.889681354986')"
5216,545 HOUGANG AVE 8,"('1.37813319672082', '103.891730759483')"
5217,549 PASIR RIS ST 51,"('1.36786628480992', '103.953507129107')"
5218,52 STIRLING RD,"('1.29654548545439', '103.80349863067')"
5219,528 SERANGOON NTH AVE 4,"('1.371418523926', '103.872179843498')"
5220,302 WOODLANDS ST 31,"('1.43151114760042', '103.774428425787')"
5221,303 WOODLANDS ST 31,"('1.43095103050767', '103.773761569498')"
5222,428 CHOA CHU KANG AVE 4,"('1.38123953345099', '103.739992955985')"
5223,806 HOUGANG CTRL,"('1.37107839607532', '103.894100081646')"
5224,359 HOUGANG AVE 5,"('1.36913888821257', '103.895264426108')"
5225,509 TAMPINES CTRL 1,"('1.35523143435852', '103.945480789219')"
5226,306 WOODLANDS ST 31,"('1.42985190596079', '103.774650139881')"
5227,926 YISHUN CTRL 1,"('1.42787721305724', '103.837962122125')"
5228,935 YISHUN CTRL 1,"('1.42518005921711', '103.836596318713')"
5229,27 CHAI CHEE RD,"('1.32413363919193', '103.923499790995')"
5230,26 CHAI CHEE RD,"('1.32331161222379', '103.923620464562')"
5231,278 BISHAN ST 24,"('1.3574258202027', '103.843541231528')"
5232,238 CHOA CHU KANG CTRL,"('1.37914625858488', '103.74820998984')"
5233,278 CHOA CHU KANG AVE 3,"('1.38009306194055', '103.743465436354')"
5234,415 CHOA CHU KANG AVE 4,"('1.38274610888732', '103.742446143166')"
5235,292 CHOA CHU KANG AVE 3,"('1.37815633473393', '103.739808638278')"
5236,543 HOUGANG AVE 8,"('1.37785956993058', '103.892020656191')"
5237,464 UPP SERANGOON RD,"('1.37249606725852', '103.896129636264')"
5238,465 UPP SERANGOON RD,"('1.37190788342411', '103.897012927498')"
5239,467 HOUGANG AVE 8,"('1.37307287188357', '103.89685749928')"
5240,360 HOUGANG AVE 5,"('1.36942715572488', '103.895551675617')"
5241,363 HOUGANG AVE 5,"('1.36990038425157', '103.896393480429')"
5242,566 HOUGANG ST 51,"('1.38127240877127', '103.888435143938')"
5243,928 YISHUN CTRL 1,"('1.4272080784162', '103.837377109933')"
5244,234 ANG MO KIO AVE 3,"('1.36718287740141', '103.836639986274')"
5245,130 CHOA CHU KANG AVE 1,"('1.3812909121038', '103.750296649613')"
5246,134 TECK WHYE LANE,"('1.38026609488201', '103.750956814968')"
5247,537 SERANGOON NTH AVE 4,"('1.37386057751621', '103.873017935039')"
5248,344 WOODLANDS ST 32,"('1.43207266699216', '103.780455054811')"
5249,301 WOODLANDS ST 31,"('1.4315052703273', '103.773515659097')"
5250,822 YISHUN ST 81,"('1.4138246053137', '103.834000236186')"
5251,932 YISHUN CTRL 1,"('1.42636217632588', '103.837150418219')"
5252,225 CHOA CHU KANG CTRL,"('1.38109065348717', '103.744889593727')"
5253,417 CHOA CHU KANG AVE 4,"('1.38296498350584', '103.741578052416')"
5254,463 HOUGANG AVE 10,"('1.37235645075277', '103.894968078036')"
5255,105 JURONG EAST ST 13,"('1.33738746819329', '103.738527627347')"
5256,542 SERANGOON NTH AVE 4,"('1.3738388833849', '103.872139505564')"
5257,319 WOODLANDS ST 31,"('1.43150888069834', '103.777400269235')"
5258,931 YISHUN CTRL 1,"('1.4266096333815', '103.837336412761')"
5259,462 HOUGANG AVE 10,"('1.37222557449695', '103.894640407148')"
5260,737 JURONG WEST ST 75,"('1.34674600665671', '103.701159880168')"
5261,544 PASIR RIS ST 51,"('1.36898105704567', '103.952193730257')"
5262,548 PASIR RIS ST 51,"('1.36843045769712', '103.953619551697')"
5263,430 CHOA CHU KANG AVE 4,"('1.38391802750636', '103.741090395244')"
5264,353 CHOA CHU KANG CTRL,"('1.38213706651981', '103.743397515205')"
5265,354 CHOA CHU KANG CTRL,"('1.38264543801157', '103.743561079684')"
5266,259 JURONG EAST ST 24,"('1.34417454623856', '103.739875551045')"
5267,517 PASIR RIS ST 52,"('1.37468101222365', '103.943850333671')"
5268,541 PASIR RIS ST 51,"('1.36925576259896', '103.951137284709')"
5269,543 PASIR RIS ST 51,"('1.36905402932201', '103.951496529311')"
5270,536 PASIR RIS DR 1,"('1.3706314383911', '103.94982763028')"
5271,24 TIONG BAHRU RD,"('1.28572654548652', '103.831270493129')"
5272,438 CHOA CHU KANG AVE 4,"('1.38427313008787', '103.739864729553')"
5273,441 CHOA CHU KANG AVE 4,"('1.38292240385745', '103.739807246356')"
5274,431 CHOA CHU KANG AVE 4,"('1.38403775540864', '103.741773099201')"
5275,352 CHOA CHU KANG CTRL,"('1.38284472448446', '103.743157330273')"
5276,355 CHOA CHU KANG CTRL,"('1.38312422256392', '103.743774848821')"
5277,132 CHOA CHU KANG AVE 1,"('1.38106199176972', '103.750795989119')"
5278,433 CHOA CHU KANG AVE 4,"('1.38493078338858', '103.741771823351')"
5279,314 HOUGANG AVE 5,"('1.36476465177918', '103.894218784179')"
5280,460 HOUGANG AVE 10,"('1.3732611475703', '103.894631713049')"
5281,556 PASIR RIS ST 51,"('1.36756585418319', '103.951902855432')"
5282,559 PASIR RIS ST 51,"('1.36646097090434', '103.951698693315')"
5283,456 PASIR RIS DR 4,"('1.37194914784758', '103.958840386608')"
5284,538 PASIR RIS ST 51,"('1.36958955845832', '103.950289388629')"
5285,164 BT MERAH CTRL,"('1.28340675598635', '103.816756914621')"
5286,239 CHOA CHU KANG CTRL,"('1.37944877151316', '103.747548438263')"
5287,305 CHOA CHU KANG AVE 4,"('1.38432785634159', '103.742917135674')"
